 x_m, y_m, vx_mps,# s_m, psi_rad, kappa_radpm, ax_mps2
-58.0667465,44.7100855,8.5684694,147.9551368,-2.3635061,-0.1260283,3.1123415
-57.7204472,44.3364464,8.650723,148.4549853,-2.4234074,-0.1096639,3.0540429
-57.3952093,43.9435027,8.7137662,148.9548337,-2.4758447,-0.0963008,1.9188386
-57.092155,43.5385881,8.7768094,149.4546821,-2.5212198,-0.0830583,1.9391345
-56.8072834,43.122693,8.8398525,149.9545306,-2.5597177,-0.0696545,1.9594304
-56.5381054,42.6985494,8.9028957,150.454379,-2.5913447,-0.0562541,1.9797263
-56.2821322,42.2688893,8.9659388,150.9542274,-2.616137,-0.0428733,2.0000222
-56.0368747,41.8364447,9.028982,151.4540759,-2.6341151,-0.0294057,2.0203181
-55.799844,41.4039479,9.0735765,151.9539243,-2.6452471,-0.0156451,1.6509808
-55.5615907,40.9609197,9.1167505,152.4537727,-2.6505441,-0.0084228,1.3733342
-55.3227288,40.512119,9.1599246,152.9536212,-2.6542676,-0.0061942,1.3824101
-55.0876632,40.0670988,9.2030987,153.4534696,-2.6567928,-0.0038133,1.3914861
-54.8555085,39.6255514,9.2462727,153.953318,-2.6580747,-0.0013027,1.400562
-54.625379,39.187169,9.2894468,154.4531665,-2.6580769,0.0013118,1.4096379
-54.3963891,38.7516441,9.3227641,154.9530149,-2.6567728,0.0040009,1.2446551
-54.1648547,38.3133783,9.3527765,155.4528633,-2.6541893,0.005915,0.9767915
